"","Behaviour","START","STOP","Duration","ID"
"52","Mounted + Freezing",1810.92,1823.6,12.6799999999998,"g1.J101xJ204"
"53","Leg Showcase + Mounted",1823.6,1826.5,2.90000000000009,"g1.J101xJ204"
"54","Mounted + Freezing",1826.5,1846.18,19.6800000000001,"g1.J101xJ204"
"55","Leg Showcase + Mounted",1846.18,1850.48,4.29999999999995,"g1.J101xJ204"
"56","Mounted + Freezing",1850.48,1860.48,10,"g1.J101xJ204"
"57","Leg Showcase + Mounted",1860.48,1865.41,4.93000000000006,"g1.J101xJ204"
"58","Mounted + Freezing",1865.41,1893.12,27.7099999999998,"g1.J101xJ204"
"60","Leg Showcase + Mounted + Pedipalp Showcase",1893.41,1895.41,2,"g1.J101xJ204"
"62","Mounted + Freezing",1895.71,1901.23,5.51999999999998,"g1.J101xJ204"
"64","Leg Showcase + Mounted + Pedipalp Showcase",1902.02,1904.79,2.76999999999998,"g1.J101xJ204"
"66","Mounted + Freezing",1905,1918.1,13.0999999999999,"g1.J101xJ204"
"68","Leg Showcase + Mounted + Pedipalp Showcase",1918.4,1920.67,2.26999999999998,"g1.J101xJ204"
"70","Mounted + Freezing",1921.12,1926.43,5.31000000000017,"g1.J101xJ204"
"71","Mounted + Pedipalp Showcase",1926.43,1929.32,2.88999999999987,"g1.J101xJ204"
"72","Mounted + Freezing",1929.32,1943.73,14.4100000000001,"g1.J101xJ204"
"73","Mounted + Pedipalp Showcase",1943.73,1945.61,1.87999999999988,"g1.J101xJ204"
"74","Mounted + Freezing",1945.61,1947.6,1.99000000000001,"g1.J101xJ204"
"75","Mounted + Pedipalp Showcase",1947.6,1949.51,1.91000000000008,"g1.J101xJ204"
"76","Leg Showcase + Mounted + Pedipalp Showcase",1949.51,1953.23,3.72000000000003,"g1.J101xJ204"
"78","Mounted + Freezing",1953.25,1970.56,17.3099999999999,"g1.J101xJ204"
"80","Leg Showcase + Mounted + Pedipalp Showcase",1971.1,1973.83,2.73000000000002,"g1.J101xJ204"
"82","Mounted + Freezing",1973.97,1986.25,12.28,"g1.J101xJ204"
"83","Mounted + Pedipalp Showcase",1986.25,1988.25,2,"g1.J101xJ204"
"84","Mounted + Freezing",1988.25,1992.28,4.02999999999997,"g1.J101xJ204"
"85","Mounted + Pedipalp Showcase",1992.28,1994.66,2.38000000000011,"g1.J101xJ204"
"86","Mounted + Freezing",1994.66,2011.69,17.03,"g1.J101xJ204"
"87","Mounted + Pedipalp Showcase",2011.69,2012.74,1.04999999999995,"g1.J101xJ204"
"88","Leg Showcase + Mounted + Pedipalp Showcase",2012.74,2015.09,2.34999999999991,"g1.J101xJ204"
"90","Mounted + Freezing",2015.25,2024.8,9.54999999999995,"g1.J101xJ204"
"92","Leg Showcase + Mounted + Pedipalp Showcase",2025.25,2026.36,1.1099999999999,"g1.J101xJ204"
"94","Mounted + Freezing",2026.57,2032,5.43000000000006,"g1.J101xJ204"
"96","Leg Showcase + Mounted + Pedipalp Showcase",2032.23,2034.31,2.07999999999993,"g1.J101xJ204"
